Key,English,Swedish
PROPQUEST_INC_001133,I intend to acquire this artifact for my collection. I have a vast collection of artifacts and it would make a nice addition.,I intend to acquire this artifact for my collection. I have a vast collection of artifacts and it would make a nice addition.
PROPQUEST_INC_001134,"So, what do you say? Will you help me find this artifact?","So, what do you say? Will you help me find this artifact?"
PROPQUEST_INC_001135,"Great! Travel to Saint City, and speak with Helgar, the connoisseur of rare and precious items. He should be located near Saint Hall.","Great! Travel to Saint City, and speak with Helgar, the connoisseur of rare and precious items. He should be located near Saint Hall."
PROPQUEST_INC_001136,"What? You won't help me? Fine, get off my property, then!","What? You won't help me? Fine, get off my property, then!"
PROPQUEST_INC_001137,"Hello there, are you interested in any rare artifacts? I have an stunning ancient Aibatt carving here that is very unique…","Hello there, are you interested in any rare artifacts? I have an stunning ancient Aibatt carving here that is very unique…"
PROPQUEST_INC_001138,Rudvihil? Hahaha! That guy will never stop hoarding rare and precious treasure.,Rudvihil? Hahaha! That guy will never stop hoarding rare and precious treasure.
PROPQUEST_INC_001139,"Have you found anything, yet? No? Well hurry up! I don't have all day!","Have you found anything, yet? No? Well hurry up! I don't have all day!"
PROPQUEST_INC_001140,"Travel to Saint City and speak with Helgar, the connoisseur of rare and precious items. He should be located near Saint hall.","Travel to Saint City and speak with Helgar, the connoisseur of rare and precious items. He should be located near Saint hall."
PROPQUEST_INC_001142,Legendary Redmantis (Part 2),Legendary Redmantis (Part 2)
PROPQUEST_INC_001143,"Hmmm, I think Rudvihil is referring to the Red Mantis Egg. These eggs are difficult to acquire and I think these might be the eggs Rudvihil is after.","Hmmm, I think Rudvihil is referring to the Red Mantis Egg. These eggs are difficult to acquire and I think these might be the eggs Rudvihil is after."
PROPQUEST_INC_001144,"There are reports that some Red Mantis C, the female variety, have been seen near the pumpkin patch. Feel like taking a trip?","There are reports that some Red Mantis C, the female variety, have been seen near the pumpkin patch. Feel like taking a trip?"
PROPQUEST_INC_001145,"Great! Head to the pumpkin patch, slay 10 Red Mantis C and collect 15 Redyspawn. These are the eggs. Hopefully we'll find a pristine one!","Great! Head to the pumpkin patch, slay 10 Red Mantis C and collect 15 Redyspawn. These are the eggs. Hopefully we'll find a pristine one!"
PROPQUEST_INC_001146,"Are you afraid of a little action? This is a very rare find, it will be worthwhile, I promise. Let me know if you change your mind.","Are you afraid of a little action? This is a very rare find, it will be worthwhile, I promise. Let me know if you change your mind."
PROPQUEST_INC_001147,"Let me see what you've got there… Hmm yes, these are very nice! Thank you for bring these to me!","Let me see what you've got there… Hmm yes, these are very nice! Thank you for bring these to me!"
PROPQUEST_INC_001148,What are you doing here? You have work to do!,What are you doing here? You have work to do!
PROPQUEST_INC_001149,"Travel to the Pumpkin patch, slay 10 Red Mantis C and acquire 15 Redyspawn. Return to Helgar when you've completed this task.","Travel to the Pumpkin patch, slay 10 Red Mantis C and acquire 15 Redyspawn. Return to Helgar when you've completed this task."
PROPQUEST_INC_001151,Legendary Redmantis (Part 3),Legendary Redmantis (Part 3)
PROPQUEST_INC_001152,"Well, I have good news and bad news. The bad news is, the Redyspawn is not that valuable. The good news, is that I believe I know what Rudvihil is searching for.","Well, I have good news and bad news. The bad news is, the Redyspawn is not that valuable. The good news, is that I believe I know what Rudvihil is searching for."
PROPQUEST_INC_001153,"It's Emeraldispawn. It is extremely difficult to acquire, as you can only get it once a year.","It's Emeraldispawn. It is extremely difficult to acquire, as you can only get it once a year."
PROPQUEST_INC_001154,"In addition, it's mother is rather… protective of her eggs. However, we're in luck! It's breeding season!","In addition, it's mother is rather… protective of her eggs. However, we're in luck! It's breeding season!"
PROPQUEST_INC_001155,Now is our chance! Will you retrieve this egg for Rudvihil?,Now is our chance! Will you retrieve this egg for Rudvihil?
PROPQUEST_INC_001156,"I knew you would! The mother, Emerald Mantis, is located somewhere near the Central Hillid Mountains. Find and defeat her, then retrieve the egg!","I knew you would! The mother, Emerald Mantis, is located somewhere near the Central Hillid Mountains. Find and defeat her, then retrieve the egg!"
PROPQUEST_INC_001157,What? Why? We're so close to uncovering a precious artifact? Rudvihil will be disappointed.,What? Why? We're so close to uncovering a precious artifact? Rudvihil will be disappointed.
PROPQUEST_INC_001158,"Do you have it? Let me see it! Oh my… it is everything I dreamed it would be. Thank you very much, stranger! My collection is getting better and better!","Do you have it? Let me see it! Oh my… it is everything I dreamed it would be. Thank you very much, stranger! My collection is getting better and better!"
PROPQUEST_INC_001159,Here's a little something for you. Call it a tip! Thanks again!,Here's a little something for you. Call it a tip! Thanks again!
PROPQUEST_INC_001160,Do you have it? No? Then get back to work!,Do you have it? No? Then get back to work!
PROPQUEST_INC_001161,"The Emerald Mantis is located somewhere near the Central Hillid Mountains. Defeat her, retrieve the Emerald Mantis Egg, then return to Rudvihil.","The Emerald Mantis is located somewhere near the Central Hillid Mountains. Defeat her, retrieve the Emerald Mantis Egg, then return to Rudvihil."
PROPQUEST_INC_001163,Internal War of Red Bang Troupe,Internal War of Red Bang Troupe
PROPQUEST_INC_001164,"Listen, I've been talking to some townsfolk…","Listen, I've been talking to some townsfolk…"
PROPQUEST_INC_001165,"After Lord Bang died, I have heard various rumors about the Red Bang Troupe that lead me to believe they are still around.","After Lord Bang died, I have heard various rumors about the Red Bang Troupe that lead me to believe they are still around."
PROPQUEST_INC_001166,"I can't ignore these rumors. If there is any chance that the Red bang Troup is still in existence, we need to take care of it immediately.","I can't ignore these rumors. If there is any chance that the Red bang Troup is still in existence, we need to take care of it immediately."
PROPQUEST_INC_001167,Will you help an old friend once again?,Will you help an old friend once again?
PROPQUEST_INC_001168,"Thank you, friend. There are reports of Red Bang Troupe activity near the Erons Factory in Darkon 1. I need you to investigate!","Thank you, friend. There are reports of Red Bang Troupe activity near the Erons Factory in Darkon 1. I need you to investigate!"
PROPQUEST_INC_001169,I can't ignore these rumors. Please help me!,I can't ignore these rumors. Please help me!
PROPQUEST_INC_001170,Then it's true. It's worse than I thought. Thank you for bringing me this information.,Then it's true. It's worse than I thought. Thank you for bringing me this information.
PROPQUEST_INC_001171,"You didn't find anything? These rumors are unsubstantiated, but I believe them to be true.","You didn't find anything? These rumors are unsubstantiated, but I believe them to be true."
PROPQUEST_INC_001172,Travel to the Erons Factory in Darkon 1 and search for evidence of Red Bang Troupe activity.,Travel to the Erons Factory in Darkon 1 and search for evidence of Red Bang Troupe activity.
PROPQUEST_INC_001174,New Lord Bang,New Lord Bang
PROPQUEST_INC_001175,"They still exist, huh? I knew it. This can only mean there is a new leader.","They still exist, huh? I knew it. This can only mean there is a new leader."
PROPQUEST_INC_001176,Darn it! We've got to do something before it's too late!,Darn it! We've got to do something before it's too late!
PROPQUEST_INC_001177,"Since there is evidence of a new leader, there must be a new group of Red Bang Troupe members hiding out somewhere.","Since there is evidence of a new leader, there must be a new group of Red Bang Troupe members hiding out somewhere."
PROPQUEST_INC_001178,A good friend of mine mentioned having seen some Red bang Troupe members in the Northern Leren Mountains,A good friend of mine mentioned having seen some Red bang Troupe members in the Northern Leren Mountains
PROPQUEST_INC_001179,"I am sure that the group of them live in the Northern Leren Mountains. Go now, friend, and see if you can identify a new group of troupe members.","I am sure that the group of them live in the Northern Leren Mountains. Go now, friend, and see if you can identify a new group of troupe members."
