Key,English,Dutch
UI_INPUT_NUMBER,Input a number,Voer een nummer in
UI_SKILL_CLOSED,Closed,Gesloten
UI_SKILL_POINT_COST,Point Cost,Point Cost
UI_SKILL_ADD_COMBO,Add to Combo,Aan Combo Toevoegen
UI_SKILL_COMBO,Combo Bar,Combo Bar
UI_CASHSHOP_PENYA_ONLY,Penya Only,Alleen Penya
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,This item #bcannot be traded or sold#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,This purchase is #bnot an item#nb.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,Critical Resist
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,PvP Damage Reduction
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,PvE Damage Reduction
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,Magic Resistance
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,PvP Damage
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,PvE Damage
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Asalraalaikum Damage
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,Number of lives: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,Buff Annuleren
UI_BUFF_REMOVE_QUESTION,Remove the buff #b%s#nb? This action cannot be undone.,Remove the buff #b%s#nb? This action cannot be undone.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PvP),Reflected Damage: %d%% / %d%% (PvP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PvP),Stun Probability (PvP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PvE),Stun Probability (PvE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,Poison Probability
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,Steal HP Probability
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Steal MP Probability
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Steal FP Probability
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,Bleeding Probability
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,Party Members HP
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,DoT Tick: %s Seconds
UI_TOOLTIP_MAXHIT,Max Targets: %d,Max Targets: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PvP),Max Targets: %d / %d (PvP)
UI_PRIVATE_SHOP_OK,Shop,Winkel
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,Open een Persoonlijke Winkel
UI_PRIVATE_SHOP_VENDOR,Vendor,Verkoper
UI_PRIVATE_SHOP_VENDOR_TIP,Create a vendor to sell your items for you,Create a vendor to sell your items for you
UI_PRIVATE_SHOP_VENDOR_OPEN,Ready to create a vendor?,Ready to create a vendor?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,Vendor Shop Skin:
UI_TIMEINFO_TITLE,Info,Info
UI_TIMEINFO_SERVER,Current Server,Huidige Server
UI_TIMEINFO_TIME,Current Time,Huidige Tijd
UI_TIMEINFO_CONNECTION,Connection Time,Connection Time
UI_TIMEINFO_SESSION,Session Duration,Session Duration
UI_CHAT_TITLE,Chat,Chat
UI_CHAT_FILTERS,Filters,Filters
UI_CHAT_VIEW_LANGUAGES,View Languages,Talen Bekijken
UI_CHAT_YOUR_LANGUAGE,Your Language,Jouw Taal
UI_INVENTORY_CONVERT_SOULLINK,Convert to Soul-Linked,Convert to Soul-Linked
UI_INVENTORY_PUTCHAT,Link in Chat,Link in Chat
UI_INVENTORY_LOCK,Mark Favorite,Mark Favorite
UI_INVENTORY_UNLOCK,Unmark Favorite,Unmark Favorite
UI_APP_EXTRABAG_TIP,Open the compact inventory view.,Open the compact inventory view.
UI_INVENTORY_TAB_ALL,All,All
UI_INVENTORY_TAB_GENERAL,General,Algemeen
UI_INVENTORY_TAB_PET,Pet,Pet
UI_INVENTORY_TAB_CLOTH,Cloth,Cloth
UI_INVENTORY_TAB_QUEST,Quest,Queeste
UI_INVENTORY_DROP,Drop,Drop
UI_INVENTORY_DELETE_BTN,Delete,Verwijderen
UI_INVENTORY_ACTION_USE,Use,Use
UI_INVENTORY_ACTION_EQUIP,Equip,Equip
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPCs.,Cannot be sold to NPCs.
UI_UPGRADE_PROB,Success: #b%s#nb,Success: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,Advanced Shaders
UI_OPTION_BLOOM,Bloom,Bloom
UI_OPTION_DOF,Depth of Field,Depth of Field
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,Volumetric Light
UI_OPTION_WATERQUALITY,Water Quality,Water Quality
UI_OPTION_WATERQUALITY_TIP,Adjusts water reflection quality and resolution.,Adjusts water reflection quality and resolution.
UI_OPTION_BLOOMQUALITY,Bloom Quality,Bloom Quality
UI_OPTION_BLOOMQUALITY_TIP,Adjusts bloom blur size and intensity.,Adjusts bloom blur size and intensity.
UI_OPTION_COLORBLIND,Colorblind Mode,Colorblind Mode
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,Changes the colorblind filter mode.
UI_OPTION_CAMERAFOCUS,Camera Focus,Camera Focus
UI_OPTION_CAMERAFOCUSINFO,Toggles automatic camera zoom and focus when interacting with objects and NPCs.,Toggles automatic camera zoom and focus when interacting with objects and NPCs.
UI_MESSAGE_TIME,%s Ago,%s Ago
UI_MESSAGE_CLEAR,Clear messages,Clear messages
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,Manage your Messages
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[Before Stat Changes]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[After Stat Changes]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,From Stats:
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,From Buffs and Equipment:
UI_WORLD_COMBO,COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty,Register Bounty
UI_BOUNTYINPUT_HEADER,You can register a bounty on the last player who killed you. Other players can track the target on the PK channel. The bounty is awarded to the player who kills the target. Minimum bounty: %s Penya.,You can register a bounty on the last player who killed you. Other players can track the target on the PK channel. The bounty is awarded to the player who kills the target. Minimum bounty: %s Penya.
UI_BOUNTYINPUT_CONFIRM,"Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? Once placed, the bounty cannot be canceled.","Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? Once placed, the bounty cannot be canceled."
UI_BOUNTYINPUT_REGISTER,Register,Register
UI_BOUNTYINPUT_FEE,+%s%% Fee,+%s%% Fee
UI_BOUNTYINPUT_TOTAL,%s Penya,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Target,Target
UI_BOUNTYINPUT_LABEL_DURATION,Duration,Duur
UI_BOUNTYINPUT_LABEL_REWARD,Bounty,Bounty
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Total
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,Opmerking
UI_BOUNTYLIST_TITLE,Bounty List,Bounty List
UI_BOUNTYLIST_HEADER_NAME,Target,Naam
UI_BOUNTYLIST_HEADER_LEVEL,Level,Level
UI_BOUNTYLIST_HEADER_REWARD,Bounty,Bounty
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,Time left
UI_BOUNTYLIST_HEADER_COMMENT,Comment,Opmerking
UI_BOUNTYPOS_TITLE,Get Target's Location,Get Target's Location
UI_BOUNTYPOS_FEE,Pay %s Penya to see %s's current location?,Pay %s Penya to see %s's current location?
UI_APP_GACHA_TIP,Open the Gacha window.,Open the Gacha window.
UI_GACHA_TITLE,Gacha,Gacha
UI_GACHA_OPEN,Open,Open
UI_GACHA_QUANTITY_MAX,Max,Max
UI_GACHA_RESET,Reset,Opnieuw Instellen
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, gift box, gacha box or housing pack into the item slot to view its contents.","Drag and drop an item pack, gift box, gacha box or housing pack into the item slot to view its contents."
UI_GACHA_DESC_ITEMPACK,"When opening the package, you will receive #ball#nb items from the list below. You can open multiple packages in a row.","When opening the package, you will receive #ball#nb items from the list below. You can open multiple packages in a row."
UI_GACHA_DESC_GIFTBOX,"When opening the box, you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.","When opening the box, you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row."
UI_GACHA_DESC_GACHA,"When opening the gacha, you will receive #bone#nb of the items listed below. Once an item is obtained, it is removed from the prize pool. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to obtain #ball#nb the items listed below. The pool is then reset.","When opening the gacha, you will receive #bone#nb of the items listed below. Once an item is obtained, it is removed from the prize pool. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to obtain #ball#nb the items listed below. The pool is then reset."
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d.","If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d."
UI_GACHA_DESC_GLOBAL,"When opening the gacha, you will receive #bone#nb of the items listed below. Once an item is obtained, it is removed from the prize pool. You can open several gachas in a row. This pool is shared among #ball players#nb, and the last player to open it receives the item below. The pool is then reset.","When opening the gacha, you will receive #bone#nb of the items listed below. Once an item is obtained, it is removed from the prize pool. You can open several gachas in a row. This pool is shared among #ball players#nb, and the last player to open it receives the item below. The pool is then reset."
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Flyff Shop.,For more information please check our General Sales Conditions in the Flyff Shop.
UI_GACHA_LASTITEM,Last item,Last item
UI_GACHA_PREVIEW,PREVIEW,PREVIEW
UI_GACHA_SOLDOUT,Sold out,Sold out
UI_WELCOME_MSG,Welcome to the world of		\nFlyff Online!,Welcome to the world of		\nFlyff Online!
UI_WELCOME_BTN,Let's go!,Let's go!
UI_TUTORIAL_MSG,Do you want the tutorial?,Do you want the tutorial?
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage,Incoming Damage
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection,Damage Redirection
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing,Incoming Healing
UI_TOOLTIP_ELEMENT,Element: %s,Element: %s
UI_APP_BOT_TIP,Bot Simulation,Bot Simulation
UI_TOOLTIP_DST_EXP,Monster EXP,Monster EXP
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate,Item Drop Rate
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery,Auto Attack FP Recovery
UI_TOOLTIP_DST_AUTOHP,Recover %d%% HP When HP Falls Below %d%%,Recover %d%% HP When HP Falls Below %d%%
UI_OPTION_MYNAME,Show My Name,Show My Name
UI_OPTION_OTHERNAME,Show Other Players' Names,Show Other Players' Names
UI_OPTION_NPCNAME,Show NPC Names,Show NPC Names
UI_TOOLTIP_DST_RECOVERY_EXP,EXP Lost,EXP Lost
UI_GUILD_NAME_COLOR,Guild Name Color,Guild Name Color
UI_TOOLTIP_DST_SPIRIT_STRIKE,Spirit Strike,Spirit Strike
UI_TOOLTIP_DST_STEAL_FP_DMG,Steal FP,Steal FP
UI_OPTION_PROVISIONAL_HP,HP Bar Damage History,HP Bar Damage History
UI_TOOLTIP_DST_SKILL_AWAKE,%s Damage+%d%%,%s Damage+%d%%
UI_LEVELDOWN_CANCEL_TITLE,Remove Level Reduction,Remove Level Reduction
UI_MSGBOX_CONFIRM,Confirm,Confirm
UI_CHANGECHAR_TITLE,Change Character,Change Character
UI_CHANGECHAR_MSG,Select character and channel:,Select character and channel:
UI_CHARINFO_EXPRATE,EXP Rate,EXP Rate
UI_CHARINFO_EXPRATE_TIP,Your personal EXP rate. Does not include server and event rates.,Your personal EXP rate. Does not include server and event rates.
UI_TOOLTIP_ITEM_BINDING,Binding,Binding
UI_TOOLTIP_ITEM_BINDING_DESC,This material makes the target item Soul-Bound.,This material makes the target item Soul-Bound.
UI_BINDING_NOTICE,#cffff0000This will bind the item to your character. You can undo this with a Scroll of Unbinding.#nc,#cffff0000This will bind the item to your character. You can undo this with a Scroll of Unbinding.#nc
UI_BINDING_MESSAGE,This item is now bound to your character.,This item is now bound to your character.
UI_TOOLTIP_ITEM_BOUND,[Soul-Bound],[Soul-Bound]
UI_TOOLTIP_ITEM_BOUND_DESC,Can be unbound.,Can be unbound.
UI_BINDING_TITLE,Binding,Binding
UI_BINDING_CONFIRM,Do you want to continue?,Wil je doorgaan?
UI_UNBINDING_TITLE,Unbinding,Unbinding
UI_UNBINDING_MSG_TITLE,Confirm Unbinding,Confirm Unbinding
UI_UNBINDING_MSG,Unbind this item? This will remove #ball of its upgrades#nb!,Unbind this item? This will remove #ball of its upgrades#nb!
UI_UNBINDING_LABEL,Insert an item in the slot below:,Insert an item in the slot below:
UI_ELEMENT_CHANGE_SLOT,Insert an item here to change its elemental attribute.,Insert an item here to change its elemental attribute.
UI_ELEMENT_CHANGE_TIP,Change to %s Element,Change to %s Element
UI_EXPSTOP_RELOAD,Reload,Reload
UI_EXPSTOP_BTN,Lock EXP,Lock EXP
UI_EXPSTOP_BTN_TIP,Stop gaining EXP from monsters you kill. You will still gain EXP from quests.,Stop gaining EXP from monsters you kill. You will still gain EXP from quests.
UI_EXPSTOP_RELOAD_TITLE,Recharge EXP Lock,Recharge EXP Lock
UI_EXPSTOP_RELOAD_MSG,Each charge prevents EXP gain from one monster kill. Cost per charge: #b%d Penya#nb. How many charges do you want to reload?,Each charge prevents EXP gain from one monster kill. Cost per charge: #b%d Penya#nb. How many charges do you want to reload?
UI_EXPSTOP_RELOAD_LABEL,Charges:,Charges:
UI_EXPSTOP_RELOAD_CONFIRM,Pay %s Penya to reload the EXP Lock gauge?,Pay %s Penya to reload the EXP Lock gauge?
UI_ARENA_RANKING_TITLE,Arena Ranking,Arena Ranking
UI_ARENA_RANKING_NAME,Name,Naam
UI_ARENA_RANKING_LEVEL,Level,Level
UI_ARENA_RANKING_JOB,Job,Beroep
UI_ARENA_RANKING_KILLS,Kills,Kills
UI_ARENA_RANKING_DEATHS,Deaths,Deaths
UI_ARENA_RANKING_RATIO,Ratio,Ratio
UI_ARENA_RANKING_DIFF,Difference,Difference
UI_ARENA_RANKING_PERFECT,Perfect,Perfect
UI_ARENA_RANKING_LASTUPDATE,Last update:,Last update:
UI_ARENA_RANKING_RANK,Your rank:,Your rank:
UI_ARENA_RANKING_NORANK,not ranked,not ranked
UI_ARENA_REWARD_TITLE,Arena Rewards,Arena Rewards
UI_ARENA_REWARD_DESCHDR,Description,Beschrijving
UI_ARENA_REWARD_DESC,"Defeat other players in the arena to climb the rankings.\nEach week, the top players earn rewards and the rankings reset.","Defeat other players in the arena to climb the rankings.\nEach week, the top players earn rewards and the rankings reset."
UI_ARENA_REWARD_PRIZEHDR,Prize Details,Prize Details
UI_ARENA_REWARD_RESETHDR,Next reset,Next reset
UI_PARTY_MINLEVEL,Min Level,Min Level
UI_PARTY_MINLEVEL_TIP,Minimum party member level required to receive experience.,Minimum party member level required to receive experience.
UI_PARTY_MINLEVEL_VAL_M,%d #i(Affected by master player)#ni,%d #i(Affected by master player)#ni
UI_PARTY_EXPBONUS,EXP Bonus,EXP Bonus
UI_PARTY_EXPBONUS_TIP,"EXP bonus for party members. Active members are those participating in combat. Contributions include attacking, healing, and tanking.","EXP bonus for party members. Active members are those participating in combat. Contributions include attacking, healing, and tanking."
UI_PARTY_EXPBONUS_ACTIVE,x Active,x Active
UI_TOOLTIP_BLESSING_WARNING,Blessed items cannot be dropped or traded.,Blessed items cannot be dropped or traded.
UI_TOOLTIP_BLESSING,Goddess Blessing,Goddess Blessing
UI_OPTION_ONECLICKATTACK,Single Click to Attack,Single Click to Attack
UI_GEM_CREATE,Extract,Extract
UI_COMBATPOWER_RANKING_TITLE,Combat Power Ranking,Combat Power Ranking
UI_ACHIEVEMENT_REMAINING,Remaining: %d / %d,Remaining: %d / %d
UI_ACHIEVEMENT_SOLDOUT,Fully claimed,Fully claimed
UI_SHININGDICE_UPGRADE,Power Dice 4/6/12,Power Dice 4/6/12
UI_SHININGDICE_PIERCING,Power Dice 8/10,Power Dice 8/10
UI_CRAFTPETCANDY_MAT,Harvested Berry,Harvested Berry
UI_CRAFTPETCANDY_CANDY,Pet Candy,Pet Candy
UI_SHININGDICE_BINDING,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc
UI_TOOLTIP_DURATION,Duration:,Duration:
UI_TOOLTIP_DURATION_ONLINE,(Online Only),(Online Only)
UI_TOOLTIP_DURATION_OFFLINE,(Online & Offline),(Online & Offline)
UI_TOOLTIP_DURATION_EQUIP,(After first use),(After first use)
UI_TOOLTIP_DURATION_VENDOR,Shop Time:,Shop Time:
UI_TOOLTIP_VISUAL_CLOAK,Can be worn over another cloak.,Can be worn over another cloak.
UI_MESSAGE_ADMINCLIENT,Only Game Masters can login. Please use the public client to play.,Only Game Masters can login. Please use the public client to play.
UI_CONVERTWEAP_WEAPON,Weapon,Wapen
UI_CONVERTWEAP_WEAPON_TIP,Insert a common weapon to upgrade it to a Unique weapon.,Insert a common weapon to upgrade it to a Unique weapon.
UI_CONVERTWEAP_DICE,Shining Power Dice,Shining Power Dice
UI_CONVERTWEAP_DICE_TIP,You need to use Shining Power Dice.,You need to use Shining Power Dice.
UI_CONVERTWEAP_GEM,Jewel,Jewel
UI_CONVERTWEAP_GEM_TIP,Please use the correct jewel.,Please use the correct jewel.
UI_TRANSMUTE_TITLE,Item Transmutation,Item Transmutation
UI_TRANSMUTE_DESTROY,"By transmuting this item, it will become account-linked. You can undo the transmutation by using a Revert Transmutation Scroll on it. Do you want to continue?","By transmuting this item, it will become account-linked. You can undo the transmutation by using a Revert Transmutation Scroll on it. Do you want to continue?"
UI_TRANSMUTE_PRIMARY,Item to Transmute,Item to Transmute
UI_TRANSMUTE_HEADER,You have #b%d#nb items in your wardrobe.,You have #b%d#nb items in your wardrobe.
UI_TRANSMUTE_INFO,Add items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.,Add items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.
UI_TRANSMUTE_OUTPUT,Result,Result
UI_TRANSMUTE_PRIMARY_TIP,Insert an item to transmute.,Insert an item to transmute.
UI_TRANSMUTE_SACRIFICE_TIP,Place an item to sacrifice for the appearance.,Place an item to sacrifice for the appearance.
UI_TELEPORT_BTN,Let's go!,Let's go!
UI_TELEPORT_WHERE,Where do you want to go?,Where do you want to go?
UI_CASHSHOP_BONUS,Bonus,Bonus
UI_CASHSHOP_TOTAL,Total,Total
UI_CASHSHOP_FRAME_TITLE,Top-Up,Top-Up
UI_CASHSHOP_MINIMIZE,Minimize,Minimize
UI_GACHA_DESC_SELECT,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.
UI_CASHSHOP_CASHBACK_DESC,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.
UI_CASHSHOP_CASHBACK_CURRENT,Server Purchases: %d = #b%d%% fCoins Back#nb,Server Purchases: %d = #b%d%% fCoins Back#nb
UI_CASHSHOP_CASHBACK_STEP,%d purchases: %d%% fCoins Back,%d purchases: %d%% fCoins Back
UI_TOOLTIP_DST_BLEED_POISON_RESIST,Bleed & Poison Resistance,Bleed & Poison Resistance
UI_COMBATPOWER_RANKING_PRIZE,The top-ranked players of each job will receive exclusive prizes! Check our website for more information.,The top-ranked players of each job will receive exclusive prizes! Check our website for more information.
UI_GIANTHUNT_RANKING_TITLE,Giant Hunt Ranking,Giant Hunt Ranking
UI_GIANTHUNT_RANKING_PRIZE,The top-ranked players will receive exclusive prizes! Check our website for more information.\n\nYour Hunting Points: #b%d#nb,The top-ranked players will receive exclusive prizes! Check our website for more information.\n\nYour Hunting Points: #b%d#nb
UI_GIANTHUNT_RANKING_POS,(Top %d%%),(Top %d%%)
UI_GIANT_HUNT_POINT,Hunting Points,Hunting Points
UI_PURCHASE_EVENT_DESC,Receive rewards for reaching specific #bfCoins#nb spending goals in the Flyff Shop! Spending and rewards are tracked per character.,Receive rewards for reaching specific #bfCoins#nb spending goals in the Flyff Shop! Spending and rewards are tracked per character.
UI_PURCHASE_EVENT_TIME,Event ends:,Event ends:
UI_CASHSHOP_CURRENCY,fCoins,fCoins
UI_PURCHASE_EVENT_MEMBERS,Guild Members,Guild Members
UI_PURCHASE_EVENT_COMPLETED,This purchase event has been completed!,This purchase event has been completed!
UI_PURCHASE_EVENT_GUILD,#bAll guild members#nb receive rewards when the guild reaches specific #bfCoins#nb spending goals in the Flyff Shop!,#bAll guild members#nb receive rewards when the guild reaches specific #bfCoins#nb spending goals in the Flyff Shop!
UI_TOOLTIP_NEW_UPGRADE_EFFECT,This weapon has alternative upgrade effects.,This weapon has alternative upgrade effects.
UI_CAPTCHA_TITLE,Challenge,Challenge
UI_CAPTCHA_DESC,Please complete the following captcha. This helps keep the game fair by preventing bots and cheats.,Please complete the following captcha. This helps keep the game fair by preventing bots and cheats.
UI_OTP_TITLE,Two-Factor Authentication,Two-Factor Authentication
UI_OTP_MSG,Please enter the 6-digit code from your two-factor authentication app.,Please enter the 6-digit code from your two-factor authentication app.
UI_OTP_CODE,Code:,Code:
UI_CHARINFO_LINK,Link Account,Link Account
UI_KEEPTIMEEQUIP_CONFIRM,"After first use, the item will become time-limited and can no longer be traded. Proceed?","After first use, the item will become time-limited and can no longer be traded. Proceed?"
UI_TOOLTIP_PICKUPSPEED,Looting Speed:,Looting Speed:
UI_LINKACCOUNT,"Would you like to link your character to an account and unlock all game features? If you don't, you will lose access to your character if you clear your cookies.","Would you like to link your character to an account and unlock all game features? If you don't, you will lose access to your character if you clear your cookies."
UI_TOOLTIP_EXPIRED,This item has expired.,Dit item is verlopen.
UI_CHAT_NOTALK,Mute,Mute
UI_CHAT_TALK,Unmute,Unmute
UI_CHAT_IGNORE,Ignore,Ignore
UI_CHAT_UNIGNORE,Unignore,Unignore
UI_SELECTSERVER_US,America,America
UI_SELECTSERVER_EU,Europe,Europe
UI_SELECTSERVER_ASIA,Asia,Asia
UI_SELECTSERVER_LABEL,Select your Server and Channel:,Select your Server and Channel:
UI_GUILDBANK_BAGS,Bags,Bags
UI_GUILDBANK_BAGS_TIP,Use Guild Extra Bags to expand the Guild Bank.,Use Guild Extra Bags to expand the Guild Bank.
UI_UPGRADECARD_UNSAFE,"Without a Scroll of EProtect, the material cards will be destroyed if fusion fails.","Without a Scroll of EProtect, the material cards will be destroyed if fusion fails."
UI_WORLD_LOCK,Locked,Locked
UI_WORLD_UNLOCK,Unlocked,Unlocked
UI_GUILD_LASTSEEN,Last Seen:,Last Seen:
UI_PET_STAT,Stat,Stat
UI_PET_STAT_NONE,None,None
UI_PET_ENERGY,Energy,Energy
UI_PET_REROLL_CONFIRM,#bThe pet in the window will be destroyed.#nb Proceed?,#bThe pet in the window will be destroyed.#nb Proceed?
UI_PET_TIER,Tier,Tier
UI_PET_USE_SKILL,Grace,Grace
UI_PET_SKILL_TOOLTIP,Use your pet's Grace skill. Consumes energy and depletes the Grace meter. You can drag this command from the Emotes window to a hotkey slot.,Use your pet's Grace skill. Consumes energy and depletes the Grace meter. You can drag this command from the Emotes window to a hotkey slot.
