Key,English,Thai
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,Guild Master
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,Defender
UI_GUILDCOMBAT_RESULT_TITLE,Guild Siege Results,การจัดอันดับกิลด์และสมาชิก
UI_GUILDCOMBAT_RESULT_GUILD,Guild Rankings,อันดับกิลด์
UI_GUILDCOMBAT_RESULT_MEMBER,Player Rankings,อันดับสมาชิก
UI_GUILDCOMBAT_RESULT_RANK,Rankings,Rankings
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,Battle Log
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,Basic Point +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,Guild Master Bonus +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,Defender Bonus +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,Kill bonus +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,Resurrecting Bonus +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,Killing streak Bonus +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d grade)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,โจมตี
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Create a Dragon Cloak (Requires winning the Guild Siege),การสร้างเสื้อคลุมมังกร (เงื่อนไข: สำหรับกิลด์ที่ชนะguild war)
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"Creating a Dragon Cloak costs 10,000 Penya. Create it now?","ต้องใช้ 10,000 penya เพื่อสร้าง Dragon cloak คุณต้องการสร้างหรือไม่?"
UI_GUILDCOMBAT_RANKING_TITLE,Guild Siege Player Rankings,อันดับสมาชิกกิลด์
UI_GUILDCOMBAT_RANKING_RANK,Rank,Rank
UI_GUILDCOMBAT_RANKING_POINT,Points,Points
UI_WORLD_DEVICEMOTION_TIP,Motion,เคลื่อนไหว
UI_WORLD_TURBO_TIP,Fuel,เชื้อเพลิง
UI_NAVIGATOR_SHIP,Ship,เรือ
UI_OPTION_TOON_STYLE,Outline,Outline
UI_OPTION_RIM_OUTLINE,Rim Outlines,Rim Outlines
UI_APP_WIKI_TIP,Browse the Flyffipedia,รับความช่วยเหลือจาก Wiki
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,ฉันท้าให้คุณเล่นเกม Rock-Paper-Scissors!
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,เกมค้อน กระดาษ กรรไกร
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,กรรไกร
UI_ROSHAMBO_ROCK,Rock,ค้อน
UI_ROSHAMBO_PAPER,Paper,กระดาษ
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d ชนะ(s)
UI_ROSHAMBO_DEFEAT,You Lose!,คุณแพ้!
UI_ROSHAMBO_WIN_TITLE,You Win!,คุณชนะ!
UI_ROSHAMBO_WIN_END,End,End
UI_ROSHAMBO_WIN_NEXT,Next,ถัดไป
UI_ROSHAMBO_WIN_MSG,"Press ""End"" to claim your current prize and stop playing, or press ""Next"" to keep playing for more prizes.",ซื้อบัตรแล้วกด END เพื่อรับสินค้าในปัจจุบันให้คลิกปุ่ม NEXT เพื่อเล่นต่อไปเพื่อรับรางวัลมากขึ้น -
UI_ROSHAMBO_WIN_MSG2,"Note: If you keep playing, you will forfeit your current prize.",หมายเหตุ: คุณจะไม่ได้รับรางวัลในปัจจุบันหากคุณเลือกที่จะเล่นต่อ
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.",ขอแสดงความยินดีคุณได้รับ %d ครั้ง! คุณได้รับ %s x%d
UI_EXCHANGE_COUNT_TITLE,Input Item Quantity,จำนวนไอเทมที่ป้อน
UI_EXCHANGE_COUNT_MSG,How many?,เท่าไหร่?
UI_EXCHANGE_COUNT_LABEL,Number:,จำนวน:
UI_TOOLTIP_PET_REAR,[Raised Pet],[Raised Pet] สัตว์เลี้ยงสำหรับฟักไข่
UI_TOOLTIP_PET_PICKUP,[Pickup Pet],[Pick-Up Pet] สัตว์เก็บของ
UI_PET_GRADE_0,Egg,Egg
UI_PET_GRADE_1,F Tier,ระดับ F
UI_PET_GRADE_2,E Tier,ระดับ E
UI_PET_GRADE_3,D Tier,ระดับ D
UI_PET_GRADE_4,C Tier,ระดับ C
UI_PET_GRADE_5,B Tier,ระดับ B
UI_PET_GRADE_6,A Tier,ระดับ A
UI_PET_GRADE_7,S Tier,ระดับ S
UI_PET_EXP_MAX,EXP: 99.99%,EXP : 99.99%%
UI_PET_EXP,EXP: %.2f%%,EXP : %.2f%%
UI_TOOLTIP_ABILITY,Bonus,Bonus
UI_PET_HP,Energy: %d / %d,พลังงาน : %d / %d
UI_PET_LEVEL,Lv%d,Lv%d
UI_PET_DEAD,(DEAD),(ตาย)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,Scroll-rerolled tier:
UI_TARGET_CLEAR,Clear target,เคลียร์เป้าหมาย
UI_OPTION_TAB_UI,Interface,รูปแบบหน้าจอ
UI_OPTION_AUTO_ATTACK,Auto Attack,โจมตีอัตโนมัติ
UI_OPTION_FIXED_CAMERA,Fixed Camera,Fixedกล้อง
UI_OPTION_OTHER_DAMAGES,Display All Damage,แสดงความเสียหายทั้งหมด
UI_OPTION_HIDE_OTHER_PLAYERS,Hide Other Players,ซ่อนผู้เล่นคนอื่น
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,แชทโปร่ง
UI_OPTION_RIGHT_CLICK_MENU,Right-Click Player Menu,คลิกเมาส์ขวาที่เมนูผู้เล่น
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,เกจ MP & FP
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,เปิดใช้งานเกจ FP & MP เหนือผู้เล่น
UI_OPTION_SELECT_PETS,Select Pets,เลือกสัตว์เลี้ยง
UI_FACE_SHOP_TITLE,Plastic Surgery,การทำศัลยกรรมพลาสติก
UI_FACE_SHOP_BASE_FACE,Current Face,ใบหน้าที่เป็นมิตร
UI_FACE_SHOP_NEW_FACE,New Face,หน้าใหม่
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,ระยะเวทย์: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Combo: %s
UI_TOOLTIP_COMBO_STEP,Starter,ขั้นตอน
UI_TOOLTIP_COMBO_CIRCLE,Link,วงกลม
UI_TOOLTIP_COMBO_FINISH,Finisher,เสร็จสิ้น
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,ดาเมจพื้นฐาน: %d ~ %d
UI_TOOLTIP_DMG_MUL,Damage Multiplier: %.2f,Damage Multiplier: %.2f
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,สเกลการโจมตี
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,สเกลการฟื้นฟู
UI_TOOLTIP_SCALE_TIME,Time Scaling,สเกลระยะเวลา
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling,สเกล
UI_TOOLTIP_SCALE_PARAM_PER,per,ต่อ
UI_TOOLTIP_SCALE_PARAM_MAX,max,สูงสุด
UI_TOOLTIP_PVP,PvP,PvP
UI_TOOLTIP_PVE,PvE,PvE
UI_TOOLTIP_AROUND,Around,ประมาณ
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,ฟื้นฟูพื้นฐาน: %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Base MP Heal: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Base FP Heal: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,Base Time: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PvP & Giants),/ %.2d:%.2d (PvP & Giants)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,ความเป็นไปได้: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PvP & Giants),/ %d%% (PvP & Giants)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,คูลดาวน์: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PvP),/ %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PvP),Cooldown: %.2d:%.2d (PvP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,ระยะเวลาร่าย: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face,ใบหน้า
UI_NEWCHAR_HAIR,Hair,ผม
UI_NEWCHAR_HAIR_COLOR,Hair Color,สีผม
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press Scroll Lock to cycle zoom levels.,%dX ซูม กดปุ่ม Scroll Lock เพื่อสลับ
UI_KEYBIND_CHAR_CONTROL,Movement Keys,ปุ่มเคลื่อนไหว
UI_KEYBIND_MOVE_FORWARD,Move Forward,ไปข้างหน้า
UI_KEYBIND_MOVE_BACKWARD,Move Backward,ไปข้างหลัง
UI_KEYBIND_TURN_LEFT,Turn Left,ไปทางซ้าย
UI_KEYBIND_TURN_RIGHT,Turn Right,ไปทางขวา
UI_KEYBIND_JUMP,Jump,กระโดด
UI_KEYBIND_WALK,Toggle Run/Walk,สลับการวิ่ง/เดิน
UI_KEYBIND_SKILL_COMBO,Action Slot,Action Slot
UI_KEYBIND_CLEAR_TARGET,Clear Target,เป้าหมายที่ชัดเจน
UI_KEYBIND_TRACE_TARGET,Follow Target,ติดตามเป้าหมาย
UI_KEYBIND_SELECT_TARGET,Cycle Targets (PvP),เลือกเป้าหมาย PVP
UI_KEYBIND_APPLETS,Windows,หน้าต่าง
UI_KEYBIND_CAMERA,Camera Controls,การควบคุมกล้อง
UI_KEYBIND_CAMERA_LEFT,Rotate Left,หมุนซ้าย
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,หมุนขวา
UI_KEYBIND_CAMERA_UP,Rotate Up,หมุนขึ้น
UI_KEYBIND_CAMERA_DOWN,Rotate Down,หมุนลง
UI_KEYBIND_ZOOM_IN,Zoom In,ซูมเข้า
UI_KEYBIND_ZOOM_OUT,Zoom Out,ซูมออก
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,สลับการซูม
UI_KEYBIND_TASKBAR,Taskbar Functions,ฟังก์ชั่นแถบงาน
UI_KEYBIND_TASKBAR_N,Taskbar %d,แถบงาน %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,สล็อตแถบงาน %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,ช่องที่ 2 %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,ช่องที่ 3 %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,แถบงานเพิ่มเติม
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,สลับโหมดเต็มหน้าจอ
UI_KEYBIND_MAIN_MENU,Main Menu,เมนูหลัก
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,ซ่อน/แสดง UI
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,โหมดถ่ายภาพหน้าจอ
UI_KEYBIND_GAME,Game Functions,ฟังก์ชั่นเกม
UI_KEYBIND_NONE,Not Bound,ไม่ผูกมัด
UI_KEYBIND_UNBIND,Unbind key,คลายกุญแจ
UI_KEYBIND_TITLE,Keys,กุญแจ
UI_KEYBIND_RESET,Reset,รีเซ็ต
UI_UPGRADECARD_TITLE,Upgrade Suit Socket Cards,อัพเกรด Socket Card
UI_UPGRADECARD_REGISTER,Insert suit cards.,ลงทะเบียนmaterial card
UI_UPGRADECARD_INFO,Fuse 10 suit cards for a chance to get 1 higher-grade card.,หลอมรวมmaterial cards 10 ใบเพื่อรับการ์ดเกรดสูงกว่า 1 ใบ
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reroll,การสับเปลี่ยนช่องการ์ดในอาวุธ
UI_RESHUFFLECARD_REGISTER,Insert weapon cards to use as materials.,ลงทะเบียน weapon material card
UI_RESHUFFLECARD_INFO,Fuse 3 weapon cards to receive 1 card of the same grade.,ผสม weapon material cards 3 ใบเพื่อรับการ์ดเกรดเดียวกัน 1 ใบ
UI_RESHUFFLECARD_CONFIRM,Rerolling will consume the material cards. Proceed?,หากคุณสุ่มการ์ดใหม่ การ์ดที่ใช้เป็นวัสดุจะหายไป\nคุณต้องการดำเนินการต่อหรือไม่?
UI_CONVERTSOULLINK_TITLE,Convert to Soul-Linked,แปลง soul link
UI_CONVERTSOULLINK_INFO,"The item will become soul-linked and can no longer be sold to NPCs. You can use this process to stack identical items that otherwise cannot be stacked due to differing properties. Note: Soul-linked items cannot be traded, and this action cannot be undone.",คุณสามารถแปลงประเภท soul link ของไอเท็ม
UI_CONVERTSOULLINK_CONFIRM,This action cannot be undone.\nProceed?,ไม่สามารถคืนไอเท็มที่แปลงแล้วได้\nต้องการดำเนินการต่อหรือไม่?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,ไอเท็มไม่สามารถแปลงได้
UI_GUILD_SCROLLGADD_CONFIRM,This scroll permanently increases your guild's member limit by 5. It only applies to your current guild and will not affect any guild you join later. Use it now?,scroll จะเพิ่มจำนวนสมาชิกที่คุณสามารถมีได้ 5 ในกิลด์อย่างถาวร หากคุณเข้าร่วมกิลด์อื่น จะไม่มีผลกับกิลด์ใหม่ ยืนยันการใช้งาน?
UI_GUILD_TOOLTIP_EXP,EXP:,EXP:
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya:
UI_GUILD_TOOLTIP_LEVEL,#bNext level: %d#nb,#bเลเวลถัดไป %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,เปลี่ยน Channel
UI_CHANGECHANNEL_MSG,Select channel:,เลือก channel:
UI_REPORT_TITLE,Report,Report
UI_REPORT_PLAYER_LABEL,Player,ผู้เล่น
UI_REPORT_REASON_LABEL,Reason,เหตุผล
UI_REPORT_MESSAGE_LABEL,Message,ข้อความ
UI_REPORT_SEND,Send,ส่ง
UI_REPORT_REASON0,Botting,Botting
UI_REPORT_REASON1,Real money transfer,จ่ายด้วยเงินจริง
UI_REPORT_REASON2,Cheating / hacking,โกง / แฮ็ค
UI_REPORT_REASON3,Bad behavior,พฤติกรรมแย่ๆ
UI_REPORT_REASON4,Insults,ดูถูก
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,คุณแน่ใจหรือว่าต้องการรรีพอร์ทหรือรายงาน %s?\n\nการใช้คุณสมบัตินี้ในทางที่ผิดอาจส่งผลให้บัญชีของคุณถูกแบน
UI_APP_ACHIEVEMENTS_TIP,View your achievements.,แสดงเมนูความสำเร็จ
UI_ACHIEVEMENTS_TITLE,Achievements,ความสำเร็จ
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,มอนสเตอร์
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,วัสดุสิ้นเปลือง
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,Titles & Badges
UI_ACHIEVEMENTS_EVENTS_TAB,Events,อีเว้นท์
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,ระยะเวลาการเล่น
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,ซีรี่ส์การเชื่อมต่อ
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,การเชื่อมต่อทั้งหมด
UI_ACHIEVEMENTS_DESCRIPTION,Description,Description
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,ความสำเร็จนี้ผูกกับบัญชีของคุณ
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,มอนสเตอร์ที่ต้องสังหาร: %s
